R_fighter,B_fighter,date,Winner,title_bout,weight_class,no_of_rounds,B_avg_BODY_landed,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SUB_ATT,B_avg_TD_landed,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,R_avg_BODY_landed,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SUB_ATT,R_avg_TD_landed,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,B_age,R_age
Jamie Varner,James Krause,5/24/2014,Blue,FALSE,Lightweight,3,7.5,41,0,10.5,0,0.5,0.5,0.5,1,0,0,0,0,0,1,0,Orthodox,187.96,185.42,6.571428571,25,0.285714286,1.571428571,1.285714286,0.285714286,0.857142857,3.142857143,4,0,0,1,0,1,1,0,Orthodox,172.72,182.88,27,29
Michael Chiesa,Francisco Trinaldo,5/24/2014,Red,FALSE,Lightweight,3,9.333333333,13,0.333333333,4.333333333,1.166666667,0,0.666666667,0.833333333,2,0,0,1,0,1,2,0,Southpaw,175.26,177.8,2.25,7.75,0.25,1.25,1.25,0.25,1.25,1.25,1,1,0,0,0,0,3,0,Southpaw,185.42,190.5,35,26
Tony Ferguson,Katsunori Kikuno,5/24/2014,Red,FALSE,Lightweight,3,5,16,0,2,9,0,0,3,0,0,0,0,1,0,0,0,Orthodox,172.72,167.64,4.2,21,0.2,7.4,0.2,0,0.4,0.6,1,1,0,0,1,1,1,1,Orthodox,180.34,193.04,32,30
Chris Holdsworth,Chico Camus,5/24/2014,Red,FALSE,Bantamweight,3,2,18.75,0,3,4.25,1.25,0.75,1.25,2,0,0,0,2,0,0,0,Orthodox,167.64,167.64,4,7,0,4,2,0,1,1,0,1,0,0,0,0,1,0,?,180.34,180.34,29,26
Al Iaquinta,Mitch Clarke,5/24/2014,Blue,FALSE,Lightweight,3,2.333333333,10.66666667,0,8.333333333,0.666666667,0.666666667,0.333333333,1,2,0,0,0,1,0,0,0,Orthodox,177.8,185.42,10.25,41,0.25,4.25,0,0,0.25,1.5,1,1,0,0,3,0,0,0,Orthodox,177.8,177.8,28,27
Anthony Njokuani,Vinc Pichel,5/24/2014,Blue,FALSE,Lightweight,3,3.5,10,0,8.5,4,0,0.5,4,1,0,0,0,1,0,0,0,Orthodox,177.8,182.88,17.66666667,29,0.166666667,13.83333333,0,0.166666667,0.166666667,0.5,3,0,0,0,2,1,0,0,Orthodox,185.42,190.5,31,34
Sam Sicilia,Aaron Phillips,5/24/2014,Red,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,5.4,17.2,0,2,0.2,0,0.2,0.6,3,0,0,0,0,2,0,0,Orthodox,172.72,170.18,24,28
David Michaud,Li Jingliang,5/24/2014,Blue,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,26,25
Matt Brown,Erick Silva,5/10/2014,Red,FALSE,Welterweight,5,4.571428571,7.142857143,0.142857143,0.714285714,0.428571429,0,0.714285714,0.285714286,3,0,0,0,0,2,2,0,Orthodox,182.88,187.96,9.375,16.625,0.4375,3.75,0.8125,0.1875,1.125,0.9375,5,0,0,0,2,8,1,0,Orthodox,182.88,190.5,29,33
Costas Philippou,Lorenz Larkin,5/10/2014,Red,FALSE,Middleweight,3,3.333333333,19.66666667,0,16,0.333333333,0.666666667,0,0,2,0,0,0,1,0,0,0,Orthodox,180.34,182.88,3.25,23,0.5,1.25,0.25,0.125,0.25,0.375,3,0,0,1,2,2,0,0,Orthodox,180.34,185.42,27,34
Erik Koch,Daron Cruickshank,5/10/2014,Blue,FALSE,Lightweight,3,11.16666667,19.83333333,0.5,5.333333333,0.666666667,0.333333333,0.166666667,0.833333333,2,0,0,1,1,2,0,0,Switch,172.72,182.88,4.2,14,0.4,3.6,0.2,0,1,0,2,0,0,0,1,2,0,0,Southpaw,177.8,180.34,28,25
Neil Magny,Tim Means,5/10/2014,Red,FALSE,Welterweight,3,13.5,31.5,0.5,2.5,0.75,0.5,0,0,2,0,0,0,1,1,0,0,Orthodox,187.96,190.5,9.5,26.5,0,7.5,1.75,0.25,0,1.75,2,0,0,0,2,0,0,0,Orthodox,190.5,203.2,30,26
Soa Palelei,Ruan Potts,5/10/2014,Red,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,4,14,0,2.666666667,2,0,0,2,1,0,0,0,0,2,0,0,Orthodox,193.04,205.74,36,36
Chris Cariaso,Louis Smolka,5/10/2014,Red,FALSE,Flyweight,3,19,70,0,3,2,1,1,0,0,0,0,0,1,0,0,0,Orthodox,175.26,172.72,13.88888889,32.33333333,0,5.111111111,1.666666667,0.111111111,0.222222222,0.888888889,3,0,0,1,4,1,0,0,Southpaw,160.02,160.02,22,32
Ed Herman,Rafael Natal,5/10/2014,Red,FALSE,Middleweight,3,5,23.44444444,0.444444444,9.111111111,3.444444444,0.111111111,0.777777778,2.222222222,4,0,0,0,4,0,1,0,Orthodox,182.88,193.04,9.133333333,16,0.133333333,1,2.133333333,0.266666667,0.866666667,1.933333333,7,1,0,1,1,2,4,0,Orthodox,185.42,195.58,31,33
Kyoji Horiguchi,Darrell Montague,5/10/2014,Red,FALSE,Flyweight,3,0,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,Southpaw,167.64,170.18,1,24,1,5,3,0,0,1,0,0,0,0,0,1,0,0,Orthodox,165.1,167.64,26,23
Yan Cabral,Zak Cummings,5/10/2014,Blue,FALSE,Welterweight,3,0,3,0,2,2,0,1,2,0,0,0,0,0,0,1,0,Southpaw,182.88,190.5,0,17,1,1,11,0,1,4,0,0,0,0,1,0,0,0,Orthodox,180.34,185.42,29,30
Eddie Wineland,Johnny Eduardo,5/10/2014,Blue,FALSE,Bantamweight,3,5.5,20,0,14,0,0,0.5,0,1,0,0,0,1,0,0,0,Orthodox,170.18,180.34,5.833333333,34,0.5,2,0.5,0,0,0.333333333,3,1,0,1,0,2,0,0,Orthodox,170.18,175.26,35,29
Manvel Gamburyan,Nik Lentz,5/10/2014,Blue,FALSE,Featherweight,3,9.692307692,24.53846154,0.076923077,6.230769231,2.538461538,0,1.230769231,3.461538462,5,0,0,1,5,1,1,0,Orthodox,172.72,172.72,2.8,12.2,0,3.8,0.8,0,0.4,2.2,6,1,0,0,2,0,2,0,Orthodox,165.1,170.18,29,33
Justin Salas,Ben Wall,5/10/2014,Red,FALSE,Lightweight,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,185.42,5.25,17,0,6,0.5,0,0,1.75,2,0,0,1,1,0,0,0,Southpaw,172.72,177.8,25,32
Anthony Lapsley,Albert Tumenov,5/10/2014,Blue,FALSE,Welterweight,3,3,27,0,2,0,1,0,1,1,0,0,0,0,0,0,0,Orthodox,180.34,185.42,1,6,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Southpaw,175.26,180.34,22,34
Jon Jones,Glover Teixeira,4/26/2014,Red,TRUE,Light Heavyweight,5,2.6,38.4,0.6,0.2,2.6,0,0.6,2,0,0,0,0,1,1,2,1,Orthodox,187.96,193.04,10.57142857,26.78571429,0.285714286,11.64285714,1.571428571,0,0.571428571,1.928571429,1,7,0,0,4,4,5,0,Orthodox,193.04,213.36,34,26
Phil Davis,Anthony Johnson,4/26/2014,Blue,FALSE,Light Heavyweight,3,3.363636364,12,0.727272727,4,0.636363636,0.090909091,0.454545455,1.363636364,4,0,0,0,1,6,0,0,Orthodox,187.96,198.12,11.7,21.4,0,4.9,4,0,0.6,2.2,2,0,0,0,5,0,3,0,Orthodox,187.96,200.66,30,29
Luke Rockhold,Tim Boetsch,4/26/2014,Red,FALSE,Middleweight,3,8.461538462,17.76923077,0.230769231,5.846153846,0.846153846,0.153846154,0.846153846,1.384615385,5,0,0,2,3,3,0,0,Orthodox,182.88,187.96,3.5,3,0.5,2.5,0,0,0,0,1,0,0,0,0,1,0,0,Southpaw,190.5,195.58,33,29
Jim Miller,Yancy Medeiros,4/26/2014,Red,FALSE,Lightweight,3,5.5,7.5,0.5,1.5,0,0,0,0,2,0,0,0,0,0,0,0,Orthodox,177.8,190.5,5.0625,17.5,0.1875,4.75,1.75,0.1875,1.875,1.4375,4,0,0,0,5,2,5,0,Southpaw,172.72,180.34,26,30
Max Holloway,Andre Fili,4/26/2014,Red,FALSE,Featherweight,3,4,47,0,4,0,0,0,1,0,0,0,0,0,1,0,0,Orthodox,180.34,187.96,14.57142857,44.57142857,0.714285714,5.142857143,0.142857143,0,0,0,3,0,0,1,1,2,0,0,Orthodox,180.34,175.26,23,22
Joseph Benavidez,Tim Elliott,4/26/2014,Red,FALSE,Flyweight,3,12.25,48.5,0.25,9,3.75,0,1.75,3.75,2,0,0,0,2,0,0,0,Southpaw,170.18,167.64,10.375,19.875,0.5,9,1.5,0,0.375,1,2,2,0,0,3,3,0,0,Southpaw,162.56,165.1,27,29
Takanori Gomi,Isaac Vallie-Flagg,4/26/2014,Red,FALSE,Lightweight,3,10,30,0,8.5,0,0,0,0,1,0,0,1,0,0,0,0,Orthodox,172.72,172.72,9.714285714,19.85714286,0.285714286,2.714285714,0.142857143,0,0,0.142857143,4,0,0,1,0,2,0,0,Southpaw,170.18,177.8,36,35
Jessamyn Duke,Bethe Correia,4/26/2014,Blue,FALSE,Women Bantamweight,3,12,28,0,25,0,0,0,1,0,0,0,1,0,0,0,0,Orthodox,165.1,162.56,35,80,0,8,0,0,3,1,0,0,0,0,1,0,0,0,?,180.34,185.42,30,27
Danny Castillo,Charlie Brenneman,4/26/2014,Red,FALSE,Lightweight,3,4.888888889,5.222222222,0,2.333333333,2.777777778,0.111111111,0,2.111111111,5,0,0,0,4,0,0,0,Orthodox,177.8,182.88,5.555555556,23.11111111,0.111111111,6.777777778,1.666666667,0.111111111,0.222222222,3,3,0,0,1,4,1,0,0,Orthodox,175.26,180.34,33,34
Chris Beal,Patrick Williams,4/26/2014,Red,FALSE,Bantamweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,32,28
Fabricio Werdum,Travis Browne,4/19/2014,Red,FALSE,Heavyweight,5,2.888888889,9.888888889,0.444444444,3.888888889,1.111111111,0,0.222222222,0.777777778,2,0,0,0,1,5,1,0,Orthodox,198.12,200.66,4.857142857,22.85714286,0.142857143,7.142857143,1.428571429,0,0.142857143,0.428571429,2,0,0,0,1,3,1,0,Orthodox,193.04,195.58,31,36
Miesha Tate,Liz Carmouche,4/19/2014,Red,FALSE,Women Bantamweight,3,2.666666667,23.33333333,0,6.333333333,3,0,0.666666667,1.333333333,2,1,0,0,0,1,0,0,Orthodox,167.64,167.64,3,20.5,0,0,2.5,0.5,1.5,2,2,1,0,0,0,0,0,0,Orthodox,167.64,165.1,30,27
Donald Cerrone,Edson Barboza,4/19/2014,Red,FALSE,Lightweight,3,9.5,15.75,0.875,14.75,0.25,0,0.125,0.5,1,0,1,1,1,4,0,0,Orthodox,180.34,190.5,10.25,20.25,0.416666667,12.75,1.25,0.083333333,0.25,0.916666667,3,0,0,0,3,3,3,0,Orthodox,185.42,185.42,28,31
Brad Tavares,Yoel Romero,4/19/2014,Blue,FALSE,Middleweight,3,11.66666667,20,0.666666667,9,0,0,0,0,0,0,0,0,0,3,0,0,Southpaw,182.88,185.42,8.875,27.5,0.125,9.375,0.75,0.125,0,1.625,1,0,0,1,5,1,0,0,Orthodox,185.42,187.96,36,26
Rafael Dos Anjos,Khabib Nurmagomedov,4/19/2014,Blue,FALSE,Lightweight,3,4.4,24.6,0.4,2.8,3,0,0.6,5.8,0,0,0,0,3,1,1,0,Orthodox,177.8,177.8,4.923076923,17.92307692,0.230769231,8.923076923,1.692307692,0.076923077,0.692307692,2,4,0,0,0,6,1,2,0,Southpaw,172.72,177.8,25,29
Thiago Alves,Seth Baczynski,4/19/2014,Red,FALSE,Welterweight,3,5.875,16,0.25,2.5,0.5,0,0.625,0.625,3,0,0,1,1,1,2,0,Orthodox,190.5,187.96,3.823529412,19.76470588,0.588235294,10.23529412,1.117647059,0.117647059,0.294117647,0.647058824,6,1,0,0,3,6,1,1,Orthodox,175.26,177.8,32,30
Jorge Masvidal,Pat Healy,4/19/2014,Red,FALSE,Lightweight,3,9.5,30.25,0,2.5,1,0,0.5,1.75,4,0,0,0,0,0,0,0,Orthodox,182.88,187.96,11.66666667,21.66666667,0,4,1.666666667,0,0.666666667,2.333333333,1,0,0,0,1,0,1,0,Orthodox,180.34,187.96,30,29
Estevan Payan,Alex White,4/19/2014,Blue,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,182.88,180.34,10,13.5,0,5,1,0.5,0.5,0.5,2,0,0,0,0,0,0,0,Orthodox,177.8,182.88,25,32
Caio Magalhaes,Luke Zachrich,4/19/2014,Red,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,5.666666667,11.66666667,0,7.666666667,1.666666667,0.333333333,1.666666667,1,1,0,0,0,1,0,1,0,Orthodox,185.42,185.42,32,26
Jordan Mein,Hernani Perpetuo,4/19/2014,Red,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,4.5,21.5,1,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,Orthodox,182.88,185.42,28,24
Dustin Ortiz,Ray Borg,4/19/2014,Red,FALSE,Flyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,10.5,25,0,9.5,6.5,0,0,3,1,0,0,0,0,1,0,0,Orthodox,165.1,165.1,20,25
Mirsad Bektic,Chas Skelly,4/19/2014,Red,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,28,23
Derrick Lewis,Jack May,4/19/2014,Red,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Switch,203.2,200.66,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,33,29
Michael Bisping,Tim Kennedy,4/16/2014,Blue,FALSE,Middleweight,5,5.5,14,0.5,14,0.5,0.5,0,1,0,0,0,0,1,1,0,0,Orthodox,180.34,187.96,7.210526316,37,0.210526316,5.631578947,0.789473684,0.105263158,0.263157895,1.368421053,5,1,0,1,5,8,0,0,Orthodox,185.42,190.5,34,35
Patrick Cote,Kyle Noke,4/16/2014,Red,FALSE,Welterweight,3,4.333333333,12.83333333,0.333333333,5.166666667,1.833333333,0,0.666666667,1.333333333,2,0,0,0,0,2,2,0,Southpaw,185.42,193.04,4,16.35714286,0.285714286,5.571428571,0.5,0.142857143,0.142857143,0.285714286,8,2,0,1,2,2,0,0,Orthodox,180.34,180.34,34,34
Sheldon Westcott,Elias Theodorou,4/16/2014,Blue,TRUE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,185.42,180.34,25,29
Chad Laprise,Olivier Aubin-Mercier,4/16/2014,Red,TRUE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,25,27
Dustin Poirier,Akira Corassani,4/16/2014,Red,FALSE,Featherweight,3,7,16,0,8.333333333,0.333333333,0,0,0.666666667,0,0,0,1,1,0,0,0,Orthodox,172.72,172.72,4.666666667,33.66666667,0.333333333,9.333333333,1,0.333333333,0.777777778,1.222222222,2,0,0,0,3,1,3,0,Southpaw,175.26,182.88,31,25
Sam Stout,KJ Noons,4/16/2014,Blue,FALSE,Welterweight,3,21.5,21.5,0,6,0,0,0,0,1,0,0,0,1,0,0,0,Orthodox,177.8,182.88,16.41176471,27.05882353,0.176470588,13.29411765,0.529411765,0.058823529,0.117647059,0.588235294,8,0,0,3,5,1,0,0,Orthodox,175.26,177.8,31,29
Sarah Kaufman,Leslie Smith,4/16/2014,Red,FALSE,Women Bantamweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,175.26,167.64,18,53,0,16,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,165.1,170.18,31,28
Ryan Jimmo,Sean OConnell,4/16/2014,Red,FALSE,Light Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,6.25,16.75,0.75,11.25,0.75,0,0,0.25,2,0,0,0,1,1,0,0,Orthodox,185.42,185.42,30,32
George Roop,Dustin Kimura,4/16/2014,Red,FALSE,Bantamweight,3,3,5.666666667,0,2,1,0.333333333,2.333333333,0,1,0,0,0,0,0,2,0,Orthodox,170.18,180.34,9.1,22.3,0.2,4.7,0.1,0.1,0.1,0.6,6,0,0,1,1,2,0,0,Orthodox,185.42,182.88,24,32
Mark Bocek,Mike de la Torre,4/16/2014,Red,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,4.75,13.91666667,0,4.416666667,3.916666667,0.25,1.083333333,2.75,5,0,0,0,3,0,4,0,Orthodox,172.72,190.5,27,32
Nordine Taleb,Vik Grujic,4/16/2014,Red,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,37,32
Richard Walsh,Chris Indich,4/16/2014,Red,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,177.8,185.42,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,182.88,185.42,26,25
Mitch Gagnon,Tim Gorman,4/16/2014,Red,FALSE,Bantamweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,165.1,172.72,2.666666667,15.33333333,0.333333333,1.666666667,0.666666667,0.333333333,0.666666667,0.666666667,1,0,0,0,0,0,2,0,Southpaw,165.1,165.1,30,29
Minotauro Nogueira,Roy Nelson,4/11/2014,Blue,FALSE,Heavyweight,5,1.454545455,15.36363636,0.454545455,1.636363636,0.363636364,0,0.090909091,0.272727273,5,1,0,0,0,6,0,0,Orthodox,182.88,182.88,2.888888889,17.44444444,0.444444444,1.111111111,1.777777778,0.444444444,1.111111111,0.777777778,4,2,0,0,2,1,2,0,Orthodox,190.5,195.58,37,37
Clay Guida,Tatsuya Kawajiri,4/11/2014,Red,FALSE,Featherweight,3,0,30,0,2,3,0,1,3,0,0,0,0,0,0,1,0,Orthodox,170.18,175.26,3.833333333,17.22222222,0.166666667,6.388888889,2.222222222,0.055555556,0.722222222,2.833333333,8,0,0,3,2,1,4,0,Orthodox,170.18,177.8,35,32
John Howard,Ryan LaFlare,4/11/2014,Blue,FALSE,Welterweight,3,18.33333333,36,0.333333333,5.666666667,4.666666667,1,0.666666667,5,0,0,0,0,3,0,0,0,Southpaw,185.42,187.96,4.666666667,10.44444444,0.111111111,8.666666667,1.777777778,0.333333333,0.555555556,2.777777778,3,0,0,3,1,2,0,0,Orthodox,170.18,180.34,30,31
Ramsey Nijem,Beneil Dariush,4/11/2014,Red,FALSE,Lightweight,3,1,8,1,0,1,0,1,0,0,0,0,0,0,0,1,0,Southpaw,177.8,182.88,3.285714286,19.85714286,0.142857143,2.142857143,2.142857143,0.142857143,0.714285714,3,3,1,0,0,3,1,0,0,Orthodox,180.34,190.5,24,26
Jared Rosholt,Daniel Omielanczuk,4/11/2014,Red,FALSE,Heavyweight,3,7,22,1,20,1,0,1,2,0,0,0,0,0,1,0,0,Southpaw,182.88,187.96,7,23,0,3,0,0,0,1,0,0,0,0,1,0,0,0,Orthodox,187.96,190.5,31,27
Thales Leites,Trevor Smith,4/11/2014,Red,FALSE,Middleweight,3,18.5,32,0,21.5,2,0,1,1,1,0,0,1,0,0,0,0,Orthodox,190.5,190.5,1.8,18.4,0.2,3.2,4.8,0,1.3,2.3,3,1,0,1,3,0,3,0,Orthodox,185.42,198.12,33,32
Alan Omer,Jim Alers,4/11/2014,Blue,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,27,25
Rani Yahya,Johnny Bedford,4/11/2014,Draw,FALSE,Bantamweight,3,16.33333333,35.66666667,1,3.333333333,3.666666667,0.333333333,0,1.666666667,1,0,0,0,0,2,0,0,Orthodox,177.8,180.34,2.666666667,10.66666667,0,3.333333333,3.666666667,0.5,1.5,2.166666667,2,0,0,0,3,0,1,0,Orthodox,167.64,170.18,31,29
Mauricio Rua,Dan Henderson,3/23/2014,Blue,FALSE,Light Heavyweight,5,6.727272727,22,0.363636364,6.181818182,0.909090909,0.272727273,0.454545455,1.272727273,5,3,0,2,3,1,0,0,Orthodox,180.34,187.96,5.75,22.91666667,0.583333333,8.75,1.333333333,0,0.333333333,1.333333333,6,3,0,0,0,6,0,0,Orthodox,185.42,193.04,43,32
Cezar Ferreira,CB Dollaway,3/23/2014,Blue,FALSE,Middleweight,3,5,13.83333333,0,1.75,2.083333333,0.333333333,0.75,2.166666667,5,1,0,1,3,1,2,0,Orthodox,187.96,193.04,5.666666667,13.33333333,0.666666667,1,1.666666667,0,0.333333333,1,0,1,0,1,1,0,1,0,Southpaw,185.42,198.12,30,29
Leonardo Santos,Norman Parke,3/23/2014,Draw,FALSE,Lightweight,3,9.666666667,48.33333333,0,5.666666667,3.333333333,0.333333333,0,3,0,1,0,0,3,0,0,0,?,180.34,177.8,4,16,0,2,2,0,1,1,0,1,0,0,0,0,1,0,Orthodox,182.88,190.5,27,34
Fabio Maldonado,Gian Villante,3/23/2014,Red,FALSE,Light Heavyweight,3,4,19,0.5,12.5,0.5,0,0,0.5,1,0,0,0,0,1,0,0,Orthodox,190.5,193.04,29.83333333,46.83333333,0.166666667,0.333333333,0.833333333,0.166666667,0.833333333,0.5,3,0,0,1,1,1,0,0,Orthodox,185.42,190.5,28,34
Michel Prazeres,Mairbek Taisumov,3/23/2014,Red,FALSE,Lightweight,3,10,10,0,13,2,0,0,5,0,0,0,0,1,0,0,0,Orthodox,175.26,185.42,2.5,15.5,0,6.5,3,0,0,5,1,0,0,1,0,0,0,0,Orthodox,167.64,170.18,25,32
Rony Jason,Steven Siler,3/23/2014,Red,FALSE,Featherweight,3,10.57142857,23.28571429,0.142857143,3.142857143,0.857142857,0,1.428571429,0.428571429,2,0,0,0,3,1,1,0,Orthodox,180.34,177.8,7,13.5,0,2,0,0,0.5,0.25,1,1,0,0,1,1,1,0,Orthodox,170.18,177.8,27,30
Ronny Markes,Thiago Santos,3/23/2014,Blue,FALSE,Middleweight,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,187.96,193.04,6.75,12.5,0,12,2.5,0,0.5,3,1,0,0,1,2,0,0,0,Orthodox,185.42,190.5,30,25
Jussier Formiga,Scott Jorgensen,3/23/2014,Red,FALSE,Flyweight,3,6.428571429,27.85714286,0,7.714285714,0.857142857,0.285714286,0.285714286,1.142857143,4,0,0,0,1,1,1,0,Orthodox,165.1,167.64,1,6,0,1.333333333,2,0,0,1.333333333,2,0,0,0,1,0,0,0,Orthodox,165.1,170.18,31,28
Thiago Perpetuo,Kenny Robertson,3/23/2014,Blue,FALSE,Welterweight,3,7.75,17,0,4,1.5,0,0.5,0.5,3,0,0,0,0,0,1,0,Orthodox,177.8,187.96,11.5,29,1,2.5,2,0,0,1,1,0,0,0,0,1,0,0,Orthodox,177.8,180.34,30,26
Francimar Barroso,Hans Stringer,3/23/2014,Blue,FALSE,Light Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,190.5,185.42,7,10,0,14,1,0,0,2,0,0,0,0,1,0,0,0,Orthodox,185.42,190.5,26,34
Godofredo Pepey,Noad Lahat,3/23/2014,Red,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,2.75,10.25,0,5.75,1,0.5,0.25,0.25,3,1,0,1,0,0,0,0,Orthodox,170.18,185.42,29,26
Johny Hendricks,Robbie Lawler,3/15/2014,Red,TRUE,Welterweight,5,5.3,16.8,0.6,2.1,0.9,0.2,0,1.4,3,0,0,1,2,4,0,0,Southpaw,180.34,187.96,3.583333333,22.66666667,0.5,6.833333333,0.916666667,0,0.416666667,3.166666667,2,1,1,2,2,5,0,0,Southpaw,175.26,175.26,31,30
Carlos Condit,Tyron Woodley,3/15/2014,Blue,FALSE,Welterweight,3,15,14,1,3.333333333,0,0,0,0,1,0,0,0,0,2,0,0,Orthodox,175.26,187.96,10.11111111,30.44444444,0.444444444,14.66666667,2.222222222,0.666666667,0.888888889,0.444444444,3,2,0,1,1,4,0,0,Orthodox,187.96,190.5,31,29
Diego Sanchez,Myles Jury,3/15/2014,Blue,FALSE,Lightweight,3,1.25,16,0.25,6.5,2.5,0.5,0.5,2.25,0,0,0,1,1,1,1,0,Orthodox,177.8,185.42,7.789473684,26.94736842,0.315789474,1.842105263,1.736842105,0.157894737,0.842105263,1.315789474,6,2,0,2,6,5,0,0,Southpaw,177.8,182.88,25,32
Jake Shields,Hector Lombard,3/15/2014,Blue,FALSE,Welterweight,3,4.75,20.25,0.75,1.25,0.5,0,0,0.5,2,0,0,0,0,2,0,0,Southpaw,175.26,180.34,18.28571429,18.85714286,0,12.14285714,3.285714286,0.142857143,0,1.428571429,3,1,0,3,1,0,0,0,Orthodox,182.88,182.88,36,35
Ovince Saint Preux,Nikita Krylov,3/15/2014,Red,FALSE,Light Heavyweight,3,3.5,21,0.5,3.5,0,0,1,0,1,0,0,0,0,1,0,0,Orthodox,190.5,195.58,2.5,19.5,0,4.5,0,0,0,0,0,0,1,0,0,1,0,0,Southpaw,190.5,203.2,22,30
Kelvin Gastelum,Rick Story,3/15/2014,Red,FALSE,Welterweight,3,14.92857143,22.21428571,0.285714286,4.928571429,1.357142857,0.285714286,0.928571429,2.5,5,0,0,2,4,2,1,0,Southpaw,175.26,180.34,8.5,8.5,0.5,5.5,3,0,0.5,2,0,1,0,1,0,0,1,0,Southpaw,175.26,180.34,29,22
Raquel Pennington,Jessica Andrade,3/15/2014,Blue,FALSE,Women Bantamweight,3,12.5,91,0,4.5,0.5,0,0.5,1,1,0,0,0,1,0,0,0,Orthodox,154.94,157.48,15,57,0,8,2,0,1,1,0,0,0,0,1,0,0,0,Orthodox,170.18,170.18,22,25
Dennis Bermudez,Jimy Hettes,3/15/2014,Red,FALSE,Featherweight,3,3.75,39,0,1,5.75,0.25,1.5,5.25,1,0,0,0,1,0,2,0,Southpaw,175.26,180.34,6.166666667,39.66666667,0.333333333,7.333333333,3.5,0.333333333,1.5,3.333333333,1,1,0,2,2,0,1,0,Orthodox,167.64,167.64,26,27
